1709,其他,6-8天,1000-5000,朋友,小杨生煎(宁波路)/外滩源/外白渡桥/外滩/黄浦江“清游江”游览船/莫泰168（上海外滩南京东路步行街店）/朱家角古镇景区/放生桥/北大街/课植园/大清邮局/南京路步行街/徐家汇/花开藤蔓重庆火锅(徐家汇店)/田子坊/豫园/南翔馒头店(豫园路店)/老城隍庙小吃(金山店)/上海环球金融中心/淮海中路/沈大成悦荟店/上海浦东国际机场
1710,12-2月,9-14天,1000以内,独行,枫泾古镇
1711,3-5月,1-2天,1000以内,朋友,崇明岛/崇明
1712,其他,1-2天,1000以内,父母,上海/召稼楼
1713,3-5月,1-2天,1000以内,独行,古猗园/南翔古镇/南翔檀园/南翔古镇
1714,6-8月,1-2天,1000以内,朋友,上海/上海国际赛车场
1715,6-8月,1-2天,1000-5000,朋友,上海/外滩/卢浦大桥
1716,12-2月,6-8天,1000-5000,情侣/夫妻,外滩/东方明珠/上海/外白渡桥/田子坊/新天地/上海博物馆/人民公园/苏州/拙政园/山塘街/西塘/烟雨长廊/杭州/西湖/苏堤/白堤/杨公堤/断桥残雪/杨公堤
1717,6-8月,1-2天,1000以内,朋友,秋霞圃/嘉定博物馆
1718,其他,1-2天,1000以内,朋友,上海环球金融中心/柏悦酒店大堂餐厅/上海环球金融中心
1719,6-8月,1-2天,1000以内,独行,上海自然博物馆
1720,3-5月,6-8天,1000-5000,朋友,上海/西塘/杭州/东方明珠/外滩/烟雨长廊/西湖/苏堤/白堤
1721,9-11月,3-5天,5000-10000,情侣/夫妻,上海/乌镇/杭州/外滩/东方明珠/西湖/苏堤/雷峰塔/南京路步行街/西栅/白堤/平湖秋月/苏东坡纪念馆/西湖国宾馆
1722,6-8月,1-2天,1000以内,独行,田子坊
1723,3-5月,3-5天,10000以上,朋友,三亚湾红树林度假世界/上海/蜈支洲岛/三亚 槟榔谷/呀诺达雨林文化旅游区/三亚千古情景区/三亚海鲜市场
1724,其他,1-2天,1000以内,朋友,上海/田子坊
1725,3-5月,1-2天,1000以内,朋友,一茶一坐台湾特色茶餐厅(百联真光路店)/一茶一坐台湾特色茶餐厅(百联真光路店)
1726,12-2月,6-8天,5000-10000,父母,上海/豫园/乌镇
1727,12-2月,1-2天,1000以内,独行,红坊
1728,3-5月,1-2天,1000以内,朋友,上海/东方绿舟/青浦
1729,3-5月,1-2天,1000以内,独行,召稼楼/上海/松江
1730,其他,1-2天,5000-10000,朋友,乌镇/忆江南/东栅/西栅/江南百床馆/江南民俗馆/三白酒作坊/宏源泰染坊/立志书院/茅盾故居/修真观
1731,3-5月,1-2天,1000以内,朋友,崇明岛/崇明/西沙湿地公园
1732,其他,1-2天,1000以内,朋友,上海/嘉定孔庙/法华塔/文庙/人民广场
1733,9-11月,1-2天,1000以内,朋友,上海/外滩/东方明珠/豫园
1734,其他,9-14天,10000以上,情侣/夫妻,上海浦东国际机场/马德里/托莱多/塞维利亚/塞维利亚大教堂/塞维利亚/Alhambra Palace(阿尔罕布拉宫酒店)/阿尔拜辛区/阿尔罕布拉宫/巴塞罗那/巴塞罗那/巴塞罗那/巴塞罗那
1735,6-8月,3-5天,1000-5000,独行,杭州/白堤/西湖/上海
1736,其他,3-5天,1000以内,独行,浦东世纪广场/宋记香辣蟹(浦明路店)/艾福敦酒店/宋记香辣蟹(浦明路店)/上海/上海
1737,其他,3-5天,1000-5000,朋友,外滩/上海/东方明珠/和平饭店/外白渡桥
1738,3-5月,6-8天,1000-5000,朋友,燕子矶公园/中华门瓮城/夫子庙/鼋头渚/山塘古街/拙政园/平江路历史街区/东栅/西栅/徐家汇天主教堂/城隍庙旅游区/豫园/外滩/外白渡桥
1739,6-8月,3-5天,5000-10000,朋友,广州/新加坡/上海/半岛怡东酒店/哈芝巷/克拉码头/小印度/乌节路/金沙酒店/金沙酒店/滨海湾花园
1740,9-11月,1-2天,1000以内,朋友,上海/外滩/东方明珠/豫园/召稼楼
1741,9-11月,1-2天,1000以内,独行,朱家角/上海/大观园/人民广场/放生桥
1742,6-8月,1-2天,1000以内,朋友,奉贤
1743,12-2月,3-5天,1000-5000,朋友,上海/香港/香港/澳门/香港/上海
1744,3-5月,1-2天,1000以内,朋友,上海科技馆
1745,3-5月,1-2天,1000以内,情侣/夫妻,F1中国大奖赛
1746,6-8月,1-2天,1000以内,朋友,巴金故居/武康路/武康大楼/淮海路/上海图书馆/鲁迅故居/新天地
1747,6-8月,15天以上,1000-5000,独行,上海/西塘/乌镇/苏州河/外白渡桥/上海海鸥富巢商务酒店/南京路步行街/东方明珠/浦江/南京/豫园/城隍庙旅游区/老城隍庙/城隍庙/田子坊/西塘风月轩客栈/烟雨长廊/嘉兴/东栅/西栅
1748,3-5月,1-2天,1000以内,独行,上海/武康路/武康庭
1749,6-8月,3-5天,1000-5000,朋友,日则沟/九寨沟/则查洼沟/树正沟/重庆/五彩池/原始森林/箭竹海/熊猫海/熊猫海瀑布/珍珠滩瀑布/诺日朗瀑布/边边街/长海/犀牛海/老虎海/树正群海/芦苇海/盆景滩/新九寨宾馆
1750,6-8月,3-5天,1000-5000,父母,飞机/外滩/星巴克/购物中心
1751,其他,1-2天,5000-10000,独行,上海河南中路/上海市福州路/上海市中山路/上海外百渡/上海外滩源33号/中国邮政博物馆/上海南苏州路/福建中路
1752,3-5月,3-5天,1000以内,独行,上海植物园/上海
1753,6-8月,3-5天,10000以上,独行,新加坡滨海湾公园/克拉码头/滨海湾金沙/静安寺/金茂大厦/千步沙/多宝塔/海上世界/涠洲岛/湛江/青岛奥帆中心/正房瀑布/天地渊瀑布/天帝渊瀑布/周庄
1754,6-8月,1-2天,1000以内,朋友,外滩/外滩夜jing
1755,12-2月,3-5天,1000-5000,情侣/夫妻,南浔古镇/南浔古镇   /西塘风景区/西塘风景区/朱家角古镇景区/上海杜莎夫人蜡像馆/中华艺术宫/上海月亮船（原世博会沙特馆）/城隍庙旅游区/外滩/田子坊/新天地
1756,3-5月,1-2天,1000以内,朋友,崇明
1757,3-5月,1-2天,1000-5000,朋友,首尔/韩国/上海/明洞/仁川国际机场/仁川/南大门市场/南山/南山公园
1758,其他,3-5天,1000-5000,朋友,九寨沟/成都/黄龙/牟尼沟/五彩池/黄龙寺/日则沟/则查洼沟/树正沟/原始森林/箭竹海/熊猫海/熊猫海瀑布/珍珠滩瀑布/诺日朗瀑布/边边街/长海/犀牛海/老虎海/树正群海/芦苇海/盆景滩/镜海/珍珠滩/火花海
1759,9-11月,1-2天,1000以内,朋友,朱家角/课植园
1760,3-5月,1-2天,1000-5000,朋友,泰安路/武康路/1933老场坊
1761,其他,1-2天,1000以内,独行,东江20号/来伊份(地铁四号线南浦大桥站)/东江20号/来伊份(地铁四号线南浦大桥站)/上海艾福敦酒店
1762,6-8月,1-2天,1000以内,朋友,卢浦大桥
1763,9-11月,1-2天,1000以内,朋友,上海洪庙中
1764,6-8月,3-5天,1000-5000,父母,九寨沟/新九寨宾馆/甲蕃古城/新九寨宾馆/树正沟/则查洼沟/长海/五彩池/日则沟/镜海/原始森林/天鹅海/芳草海/箭竹海/熊猫海/熊猫海瀑布/五花海/珍珠滩/珍珠滩瀑布/犀牛海/老虎海/树正瀑布/树正群海/卧龙海/双龙海/芦苇海/盆景滩/黄龙/迎宾池/飞瀑流辉
1765,6-8月,15天以上,10000以上,独行,西塘风景区/贺兰山风景区/金山城市沙滩/宋城剧院/嵊泗/X-CLUB 镭战主题酒吧/黄浦江源龙王山(长潭村)/老虎滩海洋公园/舟山本岛/塞罕坝国家森林公园/爱妮岛/海螺沟/佘山国家森林公园/清远笔架山旅游度假区
1766,9-11月,1-2天,1000以内,独行,上海/田子坊/复旦大学
1767,12-2月,1-2天,1000以内,独行,豫园/九曲桥
1768,其他,3-5天,1000-5000,独行,上海/外滩/厦门/鼓浪屿
1769,6-8月,6-8天,1000-5000,父母,上海/上服假日/南京路步行街/人民广场/上海大剧院/上海博物馆/外滩/豫园/上海杜莎夫人蜡像馆/乌镇/我行我宿/东栅/西栅/杭州/西湖/西湖游船/断桥残雪
1770,其他,6-8天,10000以上,独行,COSTA COFFEE(上海虹桥枢纽2店)/caffebene(南宁机场店)/COSTA COFFEE(上海虹桥枢纽2店)/机场餐厅/机场职工食堂/机场餐厅/机场职工食堂/大新明仕山庄/明仕田园/大新明仕山庄/明仕田园/山里人农家生态菜馆/明仕田园/大新明仕山庄/明仕田园山庄/明仕山庄中餐厅/明仕田园山庄/通灵/大新山里人生态农家乐餐馆/大新明仕香米农家餐馆/大新明仕稻香客栈/明仕永丰农家餐馆/大新鱼米之乡农家餐馆/明仕田园/德天大瀑布/越南高平/德天大瀑布/明仕田园/明仕田园/大新明仕山庄/明仕田园/崇左德天大酒店/(崇左服务区)餐厅/老灵马三七鸡野生河鱼/广西民族博物馆/骆越古道风情园/江月楼/解放螺蛳粉/泡泡工房(高峰店)/解放螺蛳粉/南宁人民公园/麦当劳(吴圩机场店)
1771,9-11月,1-2天,1000以内,朋友,世纪公园/上海
1772,其他,3-5天,1000-5000,朋友,老盛昌(南泉北路店)/上海博物馆/上海来福士广场/外滩/汉庭酒店（上海外滩南京东路店）（原南京东路店）/老盛兴汤包馆(天山店)/城隍庙旅游区/豫园/世博源/中华艺术宫/南京路步行街/外白渡桥/汉庭酒店（上海外滩南京东路店）（原南京东路店）/老盛兴汤包馆(天山店)/金茂大厦/南京路步行街/新天地时尚
1773,其他,1-2天,1000以内,情侣/夫妻,顾村公园
1774,6-8月,3-5天,1000-5000,朋友,张家界/武陵源/乌龙寨/天波府/天子山/上海/杨家界
1775,3-5月,3-5天,1000-5000,情侣/夫妻,南京/夫子庙/小桥流水人家/玄武湖/苏州/拙政园/山塘街/杭州/西湖/苏堤/花港观鱼/宋城/灵隐寺/西塘/上海/东方明珠
1776,3-5月,1-2天,1000以内,独行,上海植物园/上海
1777,6-8月,3-5天,1000-5000,朋友,青海湖/西海/西宁/塔尔寺/二郎剑景区/鸟岛
1778,9-11月,1-2天,1000以内,朋友,朱家角/北大街/圆津禅院/泰安桥/课植园/大清邮局/放生桥/朱家角古镇景区
1779,其他,6-8天,1000-5000,情侣/夫妻,格林豪泰（上海中山南路店）
1780,其他,1-2天,1000以内,独行,K11购物艺术中心/人民公园/上海当代艺术博物馆/上海/外滩/外滩源/上海/上海自然博物馆/上海/上海国际饭店/人民公园/上海/苏州
1781,其他,1-2天,1000以内,情侣/夫妻,上海迪士尼度假区
1782,12-2月,1-2天,1000以内,朋友,上海/金山区
1783,9-11月,1-2天,1000以内,朋友,上海/东方明珠/外滩/浦江游览/南京路步行街/福佑路/豫园/老城隍庙/外白渡桥/格林联盟
1784,其他,3-5天,1000-5000,朋友,南京火车站/狮子桥美食街/南京总统府/夫子庙/南京评事街章云板鸭/南京新街口/山塘古街/上海湖滨假日酒店/外滩观光隧道/外滩十八号创意中心/1933老场坊/外滩观光隧道/陆家嘴中心绿地
1785,9-11月,3-5天,1000以内,朋友,上海/七宝老街/上海/东方明珠/外滩/上海/复旦大学/上海/广富林遗址/佘山国家森林公园
1786,3-5月,3-5天,1000以内,朋友,上海/浦江游览
1787,3-5月,1-2天,1000-5000,朋友,上海/海湾国家森林公园
1788,3-5月,1-2天,1000以内,独行,南园
1789,3-5月,9-14天,1000以内,独行,上海展览中心
1790,其他,9-14天,5000-10000,独行,虹桥机场罗森/豫园/上海老街/复旦大学/避风塘茶楼(复旦店)/复旦大学/杏花楼(莘庄店)/复旦大学/新天地/上海邮政博物馆（新天地馆）/复旦大学/外滩/思南路/周公馆/复旦大学/多伦多/富安桥/沈厅/古戏台/富安桥/怪楼/纸箱王主题创意园区/昆山《四季周庄》演出/文化街/富安桥/薡茶(世博展览馆店)/上海世博会纪念展/周庄舫
1791,12-2月,1-2天,1000以内,朋友,上海/外滩/上海博物馆/新天地
1792,9-11月,3-5天,10000以上,朋友,上海外国语大学/上海商城剧院
1793,9-11月,3-5天,1000-5000,父母,西湖天地/杭州/乌镇/上海/东方明珠
1794,6-8月,3-5天,1000-5000,情侣/夫妻,九寨沟/黄龙/广州/洲际酒店/北京/五彩池/原始森林/日则沟/天鹅海/芳草海/箭竹海/熊猫海/五花海/珍珠滩/镜海/长海/犀牛海/老虎海/树正瀑布/树正群海/卧龙海/芦苇海/甘海子
1795,其他,1-2天,1000-5000,独行,上海/新天地
1796,9-11月,1-2天,10000以上,独行,上海/东方明珠/外滩/上海动物园
1797,12-2月,1-2天,1000-5000,朋友,上海/豫园/南京路步行街/外滩/上海博物馆/上海曼哈顿金陵酒店/城隍庙旅游区/老城隍庙/九曲桥/外白渡桥/东方明珠/人民广场
1798,6-8月,1-2天,1000以内,独行,人民公园/上海/复旦大学/上海国际饭店
1799,3-5月,3-5天,1000-5000,朋友,上海/南翔古镇
1800,其他,1-2天,1000-5000,朋友,艾美酒店
1801,3-5月,1-2天,5000-10000,朋友,欢乐谷/过山车/旋转木马/真人上海滩
1802,12-2月,3-5天,1000-5000,朋友,伊春/上海/雾凇岛
1803,其他,1-2天,1000以内,独行,豫园
1804,3-5月,1-2天,1000-5000,朋友,上海衡山宾馆
1805,6-8月,1-2天,1000以内,朋友,长兴岛/上海/崇明岛/横沙岛
1806,6-8月,1-2天,1000以内,情侣/夫妻,朱家角/上海/上海朱家角皇家金煦花园酒店/昆山
1807,6-8月,1-2天,10000以上,情侣/夫妻,静安寺/外滩/上海/上海国际贵都大饭店
1808,12-2月,1-2天,10000以上,朋友,汉庭酒店/汉庭酒店/汉庭酒店
1809,3-5月,9-14天,1000-5000,朋友,杭州/西湖/白堤/平湖秋月/武松墓/苏堤/花港观鱼/雷峰塔/南屏晚钟/太子湾公园/柳浪闻莺/湖滨公园/灵隐寺/南宋御街/苏州/拙政园/狮子林/苏州博物馆/苏州园林博物馆/苏州民俗博物馆/启园/西山/观前街/木渎古镇/芦苇荡/朴园/北寺塔/文庙/沧浪亭/怡园/留园/盘门/耦园/寒山寺/虎丘/苏州丝绸博物馆/上海/外滩/豫园
1810,3-5月,1-2天,5000-10000,独行,上海博物馆/青浦/上海
1811,12-2月,15天以上,1000以内,独行,陆家嘴中心绿地/陆家嘴中心绿地/陆家嘴中心绿地/陆家嘴中心绿地/陆家嘴中心绿地/陆家嘴中心绿地/陆家嘴中心绿地/陆家嘴中心绿地
1812,其他,3-5天,5000-10000,独行,上海SMART青年旅舍/日月光美食广场/1933老场坊/人民广场/上海来福士广场/南京路步行街/外滩源/外白渡桥/东方明珠/滨江大道/上海戏剧学院/武康路/巴金故居/多伦路文化名人街/甜爱路/鲁迅公园/万达广场(五角场店)/七宝老街/田子坊/城隍庙/豫园/中共一大会址/周公馆/中共二大会址纪念馆/中共三大后中央局机关历史纪念馆/虹泉路韩国城/钟路商会
1813,12-2月,3-5天,10000以上,朋友,上海/外滩/东方明珠/豫园/南京路步行街/人民广场/上海环球金融中心/田子坊/徐家汇天主教堂/外白渡桥/静安寺
1814,9-11月,1-2天,1000-5000,朋友,淮海路
1815,6-8月,9-14天,1000-5000,情侣/夫妻,杭州/智尚酒店/西湖/吴山夜市/灵隐寺/飞来峰/西塘/上海/外滩/东方明珠/南京路步行街/雁荡山/灵岩飞渡
1816,12-2月,1-2天,1000-5000,独行,外滩/南京路步行街/静安雕塑公园/人民广场/上海/淮海路
1817,其他,1-2天,1000-5000,朋友,沈阳桃仙国际机场/上海浦东机场/上海地铁2号线/东方明珠/东方明珠旋转餐厅/外滩/古猗园/南翔小笼/上海博物馆/人民广场/田子坊/上海琉璃艺术博物馆/静安雕塑公园/上海科技馆/外滩/上海人家家常菜(徐汇店)/上海老街/南京/夫子庙/南京
1818,6-8月,3-5天,1000以内,朋友,上海/欢乐谷/佘山国家旅游度假区/昆山/昆山隆祺建国饭店
1819,12-2月,1-2天,1000以内,独行,豫园/上海/桂林公园
1820,9-11月,1-2天,1000以内,父母,上海外滩，上海外白渡桥
1821,6-8月,1-2天,1000以内,独行,外滩/上海/东方明珠/和平饭店/苏州河/外白渡桥
1822,其他,1-2天,1000以内,独行,虹桥火车站/嘉善/西塘古镇/西塘古镇/西塘古镇/嘉善南火车站/虹桥火车站
1823,6-8月,1-2天,1000以内,独行,韩湘水博园/上海/朱家角/放生桥/外滩
1824,其他,3-5天,1000以内,独行,天津滨海国际机场/城隍庙旅游区/1933老场坊/田子坊/西塘风景区/西塘风景区/西塘风景区/上海长途汽车站
1825,6-8月,1-2天,1000以内,独行,上海/世纪公园/豫园/人民公园/鲁迅公园/长风公园/松江醉白池/老码头/复旦大学
1826,其他,1-2天,10000以上,朋友,上海/武康路
1827,3-5月,1-2天,1000以内,朋友,上海汽车博物馆/上海汽车博览公园/70后饭吧（常熟路店）
1828,其他,1-2天,1000以内,朋友,港汇恒隆广场/余德耀美术馆/云锦路地铁站/静安寺/Ta和谁上床了Whose Bed
1829,3-5月,3-5天,1000-5000,情侣/夫妻,山东/莱芜/潍坊/南京/郯城/中山陵/夫子庙/大福门酒店/杭州/梅家坞/西湖/宋城/嘉善/西塘/西塘农家客栈/桐乡/乌镇/上海/外滩/城隍庙/上海环球金融中心/苏州/苏州古运河/无锡/常熟/尚湖风景区/鼋头渚
1830,9-11月,1-2天,1000以内,朋友,奉浦四季生态园
1831,6-8月,3-5天,1000以内,朋友,崇明岛/崇明/瀛洲公园
1832,12-2月,1-2天,1000-5000,朋友,上海/喜来登
1833,3-5月,3-5天,1000-5000,朋友,清水寺/银阁寺/平安神宫/京都市美术馆/祇园/花见小路/祇园/伏见稻荷大社/西本愿寺/三十三间堂/京都车站大厦/新京极商店街/渡月桥/宝严院/天龙寺/京都拉面小路/Kansai airport 关西机场/上海
1834,12-2月,1-2天,1000以内,情侣/夫妻,上海/凯宾斯基/上海凯宾斯基大酒店/东方明珠
1835,6-8月,1-2天,1000以内,独行,世纪公园
1836,3-5月,6-8天,10000以上,父母,关西国际机场/心斋桥/友都八喜电器（梅田店）/Hotel Granvia Osaka（大板格兰比亚饭店）/梅田/大阪城/日本环球影城/梅田/清水寺/伏见稻荷大社/西浦原郡/东海园酒店/西浦原郡/芦之湖/平和公园/御殿场奥特莱斯/新宿歌舞伎町/上野公园/台场/阿美横町商店街/皇居/浅草寺/银座/成田国际机场
1837,其他,3-5天,1000-5000,独行,上海/济州岛/济州岛/济州岛/西归浦市/济州岛/西归浦市/西归浦市/济州岛/济州岛
1838,其他,6-8天,1000-5000,父母,拙政园/狮子林/虎丘/寒山寺/山塘古街/沙家浜芦苇荡风景区/沙家浜芦苇荡风景区/杭州宋城景区/西湖/雷峰塔/西溪湿地洪园景区/杭州灵隐（飞来峰）景区/绍兴鲁迅故居/西栅/中视无锡影视基地/灵山胜境/南京路步行街/1933老场坊/田子坊
1839,其他,6-8天,1000-5000,朋友,外滩/陆家嘴商圈/东方明珠/周庄/雷峰塔/花港观鱼
1840,9-11月,15天以上,10000以上,朋友,豫西大峡谷风景区/第二港湾/云台山风景名胜区/未名湖/滑县/家乡/泰山风景区/佘山国家森林公园/南京市 上海路地铁站/中山陵园风景区/我的天空
